shot_id,game_date,action_type,loc_x,loc_y,total_seconds_remaining,period,playoffs,season,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,Home_vs_Away,lat,lon
29530,6/17/2010,Jump Shot,84,58,202,2,1,2009-10,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,BOS,Home,33.9863,-118.1858
29532,6/17/2010,Jump Shot,-139,195,115,2,1,2009-10,23,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,BOS,Home,33.8493,-118.4088
29534,6/17/2010,Jump Shot,94,261,634,3,1,2009-10,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,BOS,Home,33.7833,-118.1758
29536,6/17/2010,Jump Shot,72,194,562,3,1,2009-10,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,BOS,Home,33.8503,-118.1978
29538,6/17/2010,Jump Shot,-57,123,261,3,1,2009-10,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,BOS,Home,33.9213,-118.3268
29540,6/17/2010,Jump Shot,-142,135,658,4,1,2009-10,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,BOS,Home,33.9093,-118.4118
29542,6/17/2010,Jump Shot,111,157,237,4,1,2009-10,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,BOS,Home,33.8873,-118.1588
29543,6/17/2010,Jump Shot,10,261,28,4,1,2009-10,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,BOS,Home,33.7833,-118.2598
29544,4/17/2011,Jump Shot,195,17,676,1,1,2010-11,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,NOH,Home,34.0273,-118.0748
29545,4/17/2011,Reverse Layup Shot,29,7,601,1,1,2010-11,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,Home,34.0373,-118.2408
29554,4/17/2011,Turnaround Jump Shot,-100,153,303,2,1,2010-11,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,NOH,Home,33.8913,-118.3698
29555,4/17/2011,Jump Shot,-122,153,130,2,1,2010-11,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,NOH,Home,33.8913,-118.3918
29557,4/17/2011,Jump Shot,-122,11,488,3,1,2010-11,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NOH,Home,34.0333,-118.3918
29564,4/17/2011,Jump Shot,143,-3,356,4,1,2010-11,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NOH,Home,34.0473,-118.1268
29565,4/17/2011,Jump Shot,-67,97,315,4,1,2010-11,11,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,NOH,Home,33.9473,-118.3368
29566,4/17/2011,Jump Shot,56,75,277,4,1,2010-11,9,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,NOH,Home,33.9693,-118.2138
29567,4/17/2011,Jump Shot,-34,1,97,4,1,2010-11,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,Home,34.0433,-118.3038
29568,4/17/2011,Layup Shot,4,20,69,4,1,2010-11,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,Home,34.0243,-118.2658
29569,4/17/2011,Tip Shot,-22,14,68,4,1,2010-11,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,Home,34.0303,-118.2918
29570,4/20/2011,Jump Shot,9,56,268,1,1,2010-11,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NOH,Home,33.9883,-118.2608
29572,4/20/2011,Jump Shot,-26,58,39,2,1,2010-11,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NOH,Home,33.9863,-118.2958
29573,4/20/2011,Jump Shot,-2,37,7,2,1,2010-11,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,Home,34.0073,-118.2718
29578,4/20/2011,Jump Shot,-209,132,178,4,1,2010-11,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NOH,Home,33.9123,-118.4788
29579,4/20/2011,Jump Shot,69,200,92,4,1,2010-11,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NOH,Home,33.8443,-118.2008
29581,4/22/2011,Jump Bank Shot,62,28,557,1,1,2010-11,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NOH,Away,34.0163,-118.2078
29583,4/22/2011,Jump Shot,-161,181,383,1,1,2010-11,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NOH,Away,33.8633,-118.4308
29586,4/22/2011,Layup Shot,15,22,411,2,1,2010-11,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,Away,34.0223,-118.2548
29588,4/22/2011,Jump Shot,-144,93,322,2,1,2010-11,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,NOH,Away,33.9513,-118.4138
29590,4/22/2011,Jump Shot,-15,220,64,2,1,2010-11,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,NOH,Away,33.8243,-118.2848
29593,4/22/2011,Jump Shot,-75,231,532,3,1,2010-11,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NOH,Away,33.8133,-118.3448
29594,4/22/2011,Jump Shot,103,61,357,3,1,2010-11,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NOH,Away,33.9833,-118.1668
29595,4/22/2011,Jump Shot,75,39,299,3,1,2010-11,8,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,NOH,Away,34.0053,-118.1948
29597,4/22/2011,Jump Shot,70,238,291,4,1,2010-11,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NOH,Away,33.8063,-118.1998
29598,4/22/2011,Fadeaway Jump Shot,136,20,146,4,1,2010-11,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NOH,Away,34.0243,-118.1338
29600,4/24/2011,Jump Shot,182,96,702,1,1,2010-11,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,NOH,Away,33.9483,-118.0878
29601,4/24/2011,Jump Shot,0,52,407,1,1,2010-11,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NOH,Away,33.9923,-118.2698
29602,4/24/2011,Jump Shot,-144,55,245,1,1,2010-11,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NOH,Away,33.9893,-118.4138
29603,4/24/2011,Jump Shot,136,58,460,2,1,2010-11,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NOH,Away,33.9863,-118.1338
29604,4/24/2011,Jump Shot,-138,159,350,2,1,2010-11,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,NOH,Away,33.8853,-118.4078
29605,4/24/2011,Jump Shot,13,33,177,2,1,2010-11,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,Away,34.0113,-118.2568
29606,4/24/2011,Jump Shot,-48,1,132,2,1,2010-11,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NOH,Away,34.0433,-118.3178
29612,4/24/2011,Jump Shot,-147,4,127,3,1,2010-11,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NOH,Away,34.0403,-118.4168
29615,4/24/2011,Jump Shot,50,45,230,4,1,2010-11,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NOH,Away,33.9993,-118.2198
29616,4/24/2011,Jump Shot,-78,252,125,4,1,2010-11,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NOH,Away,33.7923,-118.3478
29617,4/24/2011,Jump Shot,59,246,4,4,1,2010-11,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NOH,Away,33.7983,-118.2108
29619,4/26/2011,Fadeaway Jump Shot,-146,-3,426,2,1,2010-11,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NOH,Home,34.0473,-118.4158
29621,4/26/2011,Jump Shot,64,254,314,2,1,2010-11,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NOH,Home,33.7903,-118.2058
29622,4/26/2011,Jump Shot,-111,72,264,2,1,2010-11,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NOH,Home,33.9723,-118.3808
29626,4/26/2011,Jump Shot,177,17,68,2,1,2010-11,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,NOH,Home,34.0273,-118.0928
29629,4/26/2011,Fadeaway Jump Shot,-130,-5,468,3,1,2010-11,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NOH,Home,34.0493,-118.3998
29631,4/28/2011,Jump Shot,-78,74,524,1,1,2010-11,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,NOH,Away,33.9703,-118.3478
29632,4/28/2011,Jump Shot,218,129,433,1,1,2010-11,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NOH,Away,33.9153,-118.0518
29633,4/28/2011,Jump Shot,147,33,376,1,1,2010-11,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NOH,Away,34.0113,-118.1228
29636,4/28/2011,Jump Shot,-100,102,362,2,1,2010-11,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NOH,Away,33.9423,-118.3698
29639,4/28/2011,Jump Shot,-138,30,119,2,1,2010-11,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NOH,Away,34.0143,-118.4078
29640,4/28/2011,Jump Shot,28,15,111,2,1,2010-11,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,Away,34.0293,-118.2418
29641,4/28/2011,Jump Shot,70,213,662,3,1,2010-11,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NOH,Away,33.8313,-118.1998
29645,4/28/2011,Jump Shot,195,162,0,3,1,2010-11,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NOH,Away,33.8823,-118.0748
29646,4/28/2011,Jump Shot,-101,19,216,4,1,2010-11,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NOH,Away,34.0253,-118.3708
29649,5/2/2011,Jump Shot,-120,214,577,1,1,2010-11,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DAL,Home,33.8303,-118.3898
29651,5/2/2011,Jump Shot,-171,195,512,1,1,2010-11,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DAL,Home,33.8493,-118.4408
29652,5/2/2011,Turnaround Jump Shot,-65,132,404,1,1,2010-11,14,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DAL,Home,33.9123,-118.3348
29654,5/2/2011,Jump Shot,24,31,240,1,1,2010-11,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,Home,34.0133,-118.2458
29655,5/2/2011,Jump Shot,-84,175,143,1,1,2010-11,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DAL,Home,33.8693,-118.3538
29658,5/2/2011,Jump Shot,-105,96,177,2,1,2010-11,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DAL,Home,33.9483,-118.3748
29661,5/2/2011,Jump Shot,-122,-2,456,3,1,2010-11,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DAL,Home,34.0463,-118.3918
29666,5/2/2011,Jump Shot,-8,71,95,3,1,2010-11,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DAL,Home,33.9733,-118.2778
29668,5/2/2011,Jump Shot,159,216,54,3,1,2010-11,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,Home,33.8283,-118.1108
29670,5/2/2011,Jump Shot,95,231,270,4,1,2010-11,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,Home,33.8133,-118.1748
29671,5/2/2011,Jump Shot,1,63,242,4,1,2010-11,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DAL,Home,33.9813,-118.2688
29673,5/2/2011,Jump Shot,173,78,162,4,1,2010-11,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DAL,Home,33.9663,-118.0968
29675,5/2/2011,Jump Shot,102,235,2,4,1,2010-11,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,Home,33.8093,-118.1678
29678,5/4/2011,Jump Shot,125,230,347,1,1,2010-11,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,Home,33.8143,-118.1448
29679,5/4/2011,Jump Shot,187,3,125,1,1,2010-11,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DAL,Home,34.0413,-118.0828
29684,5/4/2011,Jump Shot,81,160,79,2,1,2010-11,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DAL,Home,33.8843,-118.1888
29685,5/4/2011,Jump Shot,-133,34,70,2,1,2010-11,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DAL,Home,34.0103,-118.4028
29686,5/4/2011,Jump Shot,189,200,26,2,1,2010-11,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,Home,33.8443,-118.0808
29687,5/4/2011,Layup Shot,10,14,705,3,1,2010-11,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,Home,34.0303,-118.2598
29689,5/4/2011,Jump Shot,86,176,282,3,1,2010-11,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DAL,Home,33.8683,-118.1838
29691,5/4/2011,Jump Shot,70,124,199,3,1,2010-11,14,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DAL,Home,33.9203,-118.1998
29692,5/4/2011,Jump Shot,95,205,391,4,1,2010-11,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DAL,Home,33.8393,-118.1748
29693,5/4/2011,Jump Shot,-240,1,382,4,1,2010-11,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,DAL,Home,34.0433,-118.5098
29695,5/4/2011,Jump Shot,125,271,101,4,1,2010-11,29,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,Home,33.7733,-118.1448
29701,5/6/2011,Driving Layup Shot,26,11,344,3,1,2010-11,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,Away,34.0333,-118.2438
29702,5/6/2011,Turnaround Fadeaway shot,-138,7,212,3,1,2010-11,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DAL,Away,34.0373,-118.4078
29703,5/6/2011,Turnaround Fadeaway shot,-43,67,174,3,1,2010-11,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DAL,Away,33.9773,-118.3128
29705,5/6/2011,Jump Shot,-103,184,2,3,1,2010-11,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DAL,Away,33.8603,-118.3728
29708,5/6/2011,Fadeaway Jump Shot,86,205,177,4,1,2010-11,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DAL,Away,33.8393,-118.1838
29709,5/6/2011,Jump Shot,228,6,15,4,1,2010-11,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,DAL,Away,34.0383,-118.0418
29710,5/6/2011,Jump Shot,-160,230,12,4,1,2010-11,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DAL,Away,33.8143,-118.4298
29711,5/6/2011,Running Jump Shot,206,148,3,4,1,2010-11,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,Away,33.8963,-118.0638
29713,5/8/2011,Jump Shot,80,236,624,1,1,2010-11,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,Away,33.8083,-118.1898
29718,5/8/2011,Jump Shot,190,183,66,1,1,2010-11,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,Away,33.8613,-118.0798
29720,5/8/2011,Fadeaway Jump Shot,100,56,587,2,1,2010-11,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,DAL,Away,33.9883,-118.1698
29723,5/8/2011,Jump Shot,226,12,251,2,1,2010-11,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,DAL,Away,34.0323,-118.0438
29724,5/8/2011,Jump Shot,171,-24,126,2,1,2010-11,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DAL,Away,34.0683,-118.0988
29725,5/8/2011,Jump Shot,-209,143,521,3,1,2010-11,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DAL,Away,33.9013,-118.4788
29726,5/8/2011,Driving Jump shot,20,30,470,3,1,2010-11,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,Away,34.0143,-118.2498
29727,5/8/2011,Pullup Jump shot,95,41,286,3,1,2010-11,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,DAL,Away,34.0033,-118.1748
29728,5/8/2011,Jump Shot,-35,260,479,4,1,2010-11,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,DAL,Away,33.7843,-118.3048
29729,5/8/2011,Layup Shot,20,-2,380,4,1,2010-11,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,Away,34.0463,-118.2498
29730,4/29/2012,Jump Shot,-64,107,576,1,1,2011-12,12,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,DEN,Home,33.9373,-118.3338
29733,4/29/2012,Jump Shot,73,192,272,1,1,2011-12,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DEN,Home,33.8523,-118.1968
29734,4/29/2012,Jump Shot,-56,156,323,2,1,2011-12,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DEN,Home,33.8883,-118.3258
29737,4/29/2012,Jump Shot,-160,231,115,2,1,2011-12,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,Home,33.8133,-118.4298
29738,4/29/2012,Jump Shot,-41,148,92,2,1,2011-12,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,DEN,Home,33.8963,-118.3108
29741,4/29/2012,Jump Shot,198,-8,592,3,1,2011-12,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DEN,Home,34.0523,-118.0718
29744,4/29/2012,Jump Shot,83,179,223,3,1,2011-12,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DEN,Home,33.8653,-118.1868
29745,4/29/2012,Jump Shot,65,72,80,3,1,2011-12,9,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,DEN,Home,33.9723,-118.2048
29748,4/29/2012,Jump Shot,4,41,385,4,1,2011-12,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DEN,Home,34.0033,-118.2658
29752,4/29/2012,Jump Shot,-224,140,266,4,1,2011-12,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,Home,33.9043,-118.4938
29756,5/1/2012,Jump Shot,47,63,435,1,1,2011-12,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DEN,Home,33.9813,-118.2228
29758,5/1/2012,Jump Shot,-75,189,243,1,1,2011-12,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DEN,Home,33.8553,-118.3448
29762,5/1/2012,Jump Shot,-150,206,437,2,1,2011-12,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,Home,33.8383,-118.4198
29766,5/1/2012,Reverse Layup Shot,-18,4,685,3,1,2011-12,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,Home,34.0403,-118.2878
29769,5/1/2012,Jump Shot,141,246,507,3,1,2011-12,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,Home,33.7983,-118.1288
29772,5/1/2012,Fadeaway Jump Shot,-191,83,216,3,1,2011-12,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DEN,Home,33.9613,-118.4608
29775,5/1/2012,Jump Shot,167,301,1,3,1,2011-12,34,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,Home,33.7433,-118.1028
29776,5/1/2012,Reverse Layup Shot,-27,3,390,4,1,2011-12,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,Home,34.0413,-118.2968
29780,5/1/2012,Jump Shot,-204,23,92,4,1,2011-12,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DEN,Home,34.0213,-118.4738
29781,5/1/2012,Layup Shot,2,6,54,4,1,2011-12,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,Home,34.0383,-118.2678
29782,5/1/2012,Jump Shot,-64,184,36,4,1,2011-12,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DEN,Home,33.8603,-118.3338
29787,5/4/2012,Jump Shot,-196,42,148,1,1,2011-12,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DEN,Away,34.0023,-118.4658
29789,5/4/2012,Jump Shot,34,187,376,2,1,2011-12,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,DEN,Away,33.8573,-118.2358
29790,5/4/2012,Fadeaway Jump Shot,-134,93,349,2,1,2011-12,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DEN,Away,33.9513,-118.4038
29792,5/4/2012,Jump Shot,-11,258,252,2,1,2011-12,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,DEN,Away,33.7863,-118.2808
29793,5/4/2012,Turnaround Fadeaway shot,-108,61,112,2,1,2011-12,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DEN,Away,33.9833,-118.3778
29794,5/4/2012,Jump Shot,21,263,3,2,1,2011-12,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,DEN,Away,33.7813,-118.2488
29795,5/4/2012,Running Jump Shot,-2,50,675,3,1,2011-12,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DEN,Away,33.9943,-118.2718
29796,5/4/2012,Jump Shot,-218,160,569,3,1,2011-12,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,Away,33.8843,-118.4878
29797,5/4/2012,Driving Layup Shot,-5,17,452,3,1,2011-12,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,Away,34.0273,-118.2748
29799,5/4/2012,Driving Layup Shot,-10,6,239,3,1,2011-12,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,Away,34.0383,-118.2798
29800,5/4/2012,Jump Shot,13,89,84,3,1,2011-12,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DEN,Away,33.9553,-118.2568
29801,5/4/2012,Jump Shot,-185,258,2,3,1,2011-12,31,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,Away,33.7863,-118.4548
29802,5/4/2012,Fadeaway Jump Shot,237,47,400,4,1,2011-12,24,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,DEN,Away,33.9973,-118.0328
29803,5/4/2012,Jump Shot,-204,153,192,4,1,2011-12,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,Away,33.8913,-118.4738
29804,5/4/2012,Jump Shot,47,255,40,4,1,2011-12,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,DEN,Away,33.7893,-118.2228
29806,5/6/2012,Jump Shot,12,31,669,1,1,2011-12,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,Away,34.0133,-118.2578
29807,5/6/2012,Layup Shot,7,23,667,1,1,2011-12,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,Away,34.0213,-118.2628
29808,5/6/2012,Driving Layup Shot,6,28,453,1,1,2011-12,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,Away,34.0163,-118.2638
29813,5/6/2012,Jump Shot,-171,94,124,1,1,2011-12,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DEN,Away,33.9503,-118.4408
29814,5/6/2012,Driving Layup Shot,-11,-3,121,1,1,2011-12,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,Away,34.0473,-118.2808
29817,5/6/2012,Jump Shot,65,249,102,2,1,2011-12,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,DEN,Away,33.7953,-118.2048
29818,5/6/2012,Jump Shot,132,239,45,2,1,2011-12,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,Away,33.8053,-118.1378
29820,5/6/2012,Jump Shot,193,69,586,3,1,2011-12,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DEN,Away,33.9753,-118.0768
29822,5/6/2012,Jump Shot,15,56,465,3,1,2011-12,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DEN,Away,33.9883,-118.2548
29823,5/6/2012,Jump Shot,-202,142,400,3,1,2011-12,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,Away,33.9023,-118.4718
29826,5/6/2012,Step Back Jump shot,-109,260,382,4,1,2011-12,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,Away,33.7843,-118.3788
29827,5/6/2012,Jump Shot,-105,11,364,4,1,2011-12,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DEN,Away,34.0333,-118.3748
29828,5/6/2012,Fadeaway Jump Shot,-15,60,307,4,1,2011-12,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DEN,Away,33.9843,-118.2848
29830,5/6/2012,Jump Shot,234,135,161,4,1,2011-12,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,Away,33.9093,-118.0358
29831,5/8/2012,Jump Shot,-97,238,696,1,1,2011-12,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,Home,33.8063,-118.3668
29832,5/8/2012,Layup Shot,-10,33,664,1,1,2011-12,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,Home,34.0113,-118.2798
29834,5/8/2012,Jump Shot,162,224,443,1,1,2011-12,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,Home,33.8203,-118.1078
29835,5/8/2012,Pullup Jump shot,-68,99,325,1,1,2011-12,12,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,DEN,Home,33.9453,-118.3378
29837,5/8/2012,Jump Shot,122,148,135,1,1,2011-12,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DEN,Home,33.8963,-118.1478
29838,5/8/2012,Jump Shot,-245,-14,114,1,1,2011-12,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,DEN,Home,34.0583,-118.5148
